,account_balance,duration,credit_history,purpose,credit_amount,savings_bond_value,employed_since,intallment_rate,sex_marital,guarantor,residence_since,property,age,other_installment_plans,type_of_housing,nr_of_existing_credits,job,number_of_dependents,telephone,foreign,target,content
743,A11,A24,A31,A42,A55,A63,A73,A84,A93,A101,A114,A121,A130,A142,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A11 A24 A31 A42 A55 A63 A73 A84 A93 A101 A114 A121 A130 A142 A152 A161 A173 A181 A192 A201
744,A11,A27,A34,A42,A59,A65,A74,A84,A93,A101,A114,A122,A133,A143,A152,A162,A174,A181,A192,A201,__label__1,__label__1 A11 A27 A34 A42 A59 A65 A74 A84 A93 A101 A114 A122 A133 A143 A152 A162 A174 A181 A192 A201
745,A11,A22,A34,A49,A53,A61,A72,A83,A93,A101,A111,A122,A132,A141,A152,A162,A172,A181,A191,A201,__label__1,__label__1 A11 A22 A34 A49 A53 A61 A72 A83 A93 A101 A111 A122 A132 A141 A152 A162 A172 A181 A191 A201
746,A11,A22,A32,A40,A55,A61,A71,A81,A92,A101,A114,A123,A130,A143,A151,A161,A173,A181,A191,A201,__label__1,__label__1 A11 A22 A32 A40 A55 A61 A71 A81 A92 A101 A114 A123 A130 A143 A151 A161 A173 A181 A191 A201
747,A11,A21,A32,A40,A52,A61,A72,A83,A92,A101,A111,A121,A136,A143,A152,A161,A172,A181,A191,A201,__label__2,__label__2 A11 A21 A32 A40 A52 A61 A72 A83 A92 A101 A111 A121 A136 A143 A152 A161 A172 A181 A191 A201
748,A14,A24,A32,A41,A58,A65,A73,A81,A93,A101,A113,A123,A131,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A24 A32 A41 A58 A65 A73 A81 A93 A101 A113 A123 A131 A143 A152 A161 A173 A181 A191 A201
749,A14,A22,A32,A41,A56,A61,A74,A82,A93,A101,A112,A123,A134,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A22 A32 A41 A56 A61 A74 A82 A93 A101 A112 A123 A134 A143 A152 A161 A173 A181 A191 A201
750,A11,A20,A32,A42,A50,A61,A75,A82,A92,A101,A111,A122,A138,A141,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A11 A20 A32 A42 A50 A61 A75 A82 A92 A101 A111 A122 A138 A141 A152 A161 A173 A181 A192 A201
751,A11,A23,A32,A40,A51,A61,A72,A81,A92,A101,A112,A123,A130,A143,A152,A161,A172,A181,A191,A201,__label__2,__label__2 A11 A23 A32 A40 A51 A61 A72 A81 A92 A101 A112 A123 A130 A143 A152 A161 A172 A181 A191 A201
752,A12,A21,A32,A49,A50,A62,A74,A82,A92,A101,A114,A121,A130,A143,A151,A161,A172,A181,A191,A201,__label__1,__label__1 A12 A21 A32 A49 A50 A62 A74 A82 A92 A101 A114 A121 A130 A143 A151 A161 A172 A181 A191 A201
753,A14,A25,A34,A43,A58,A61,A74,A84,A92,A101,A112,A123,A131,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A25 A34 A43 A58 A61 A74 A84 A92 A101 A112 A123 A131 A143 A152 A162 A173 A181 A191 A201
754,A14,A21,A33,A45,A53,A64,A75,A84,A93,A101,A114,A124,A139,A143,A153,A162,A173,A182,A191,A201,__label__2,__label__2 A14 A21 A33 A45 A53 A64 A75 A84 A93 A101 A114 A124 A139 A143 A153 A162 A173 A182 A191 A201
755,A11,A24,A32,A40,A52,A65,A74,A84,A92,A101,A114,A124,A134,A143,A151,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A24 A32 A40 A52 A65 A74 A84 A92 A101 A114 A124 A134 A143 A151 A161 A173 A181 A191 A201
756,A13,A20,A34,A40,A52,A61,A73,A81,A93,A101,A111,A121,A139,A143,A152,A163,A171,A182,A191,A202,__label__1,__label__1 A13 A20 A34 A40 A52 A61 A73 A81 A93 A101 A111 A121 A139 A143 A152 A163 A171 A182 A191 A202
757,A13,A22,A34,A43,A52,A65,A73,A83,A93,A101,A114,A124,A136,A143,A153,A162,A173,A181,A192,A201,__label__2,__label__2 A13 A22 A34 A43 A52 A65 A73 A83 A93 A101 A114 A124 A136 A143 A153 A162 A173 A181 A192 A201
758,A14,A24,A32,A40,A52,A61,A73,A82,A93,A103,A112,A121,A134,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A24 A32 A40 A52 A61 A73 A82 A93 A103 A112 A121 A134 A143 A152 A161 A173 A181 A192 A201
759,A11,A21,A34,A40,A50,A61,A75,A84,A93,A101,A113,A122,A135,A143,A152,A162,A173,A181,A191,A201,__label__2,__label__2 A11 A21 A34 A40 A50 A61 A75 A84 A93 A101 A113 A122 A135 A143 A152 A162 A173 A181 A191 A201
760,A14,A22,A34,A40,A58,A65,A75,A81,A92,A101,A114,A123,A139,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A22 A34 A40 A58 A65 A75 A81 A92 A101 A114 A123 A139 A143 A152 A161 A173 A181 A192 A201
761,A11,A23,A34,A42,A54,A61,A73,A84,A92,A101,A114,A121,A131,A143,A151,A162,A173,A181,A191,A201,__label__2,__label__2 A11 A23 A34 A42 A54 A61 A73 A84 A92 A101 A114 A121 A131 A143 A151 A162 A173 A181 A191 A201
762,A11,A21,A32,A43,A54,A61,A73,A84,A93,A101,A113,A122,A131,A143,A152,A161,A172,A181,A191,A201,__label__1,__label__1 A11 A21 A32 A43 A54 A61 A73 A84 A93 A101 A113 A122 A131 A143 A152 A161 A172 A181 A191 A201
763,A14,A24,A34,A40,A59,A65,A75,A84,A93,A101,A114,A124,A133,A143,A153,A161,A174,A181,A192,A201,__label__2,__label__2 A14 A24 A34 A40 A59 A65 A75 A84 A93 A101 A114 A124 A133 A143 A153 A161 A174 A181 A192 A201
764,A14,A24,A34,A40,A55,A62,A74,A84,A94,A101,A113,A122,A132,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A14 A24 A34 A40 A55 A62 A74 A84 A94 A101 A113 A122 A132 A143 A152 A162 A173 A181 A192 A201
765,A12,A21,A32,A43,A51,A61,A75,A83,A94,A103,A113,A121,A137,A141,A152,A162,A172,A181,A191,A201,__label__1,__label__1 A12 A21 A32 A43 A51 A61 A75 A83 A94 A103 A113 A121 A137 A141 A152 A162 A172 A181 A191 A201
766,A11,A25,A32,A42,A56,A61,A72,A82,A91,A101,A114,A122,A134,A143,A152,A161,A172,A181,A191,A201,__label__2,__label__2 A11 A25 A32 A42 A56 A61 A72 A82 A91 A101 A114 A122 A134 A143 A152 A161 A172 A181 A191 A201
767,A14,A21,A32,A41,A56,A65,A72,A81,A92,A101,A114,A121,A134,A143,A151,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A21 A32 A41 A56 A65 A72 A81 A92 A101 A114 A121 A134 A143 A151 A161 A173 A181 A191 A201
768,A12,A21,A34,A42,A57,A61,A75,A81,A93,A101,A114,A123,A132,A143,A151,A163,A173,A181,A192,A201,__label__1,__label__1 A12 A21 A34 A42 A57 A61 A75 A81 A93 A101 A114 A123 A132 A143 A151 A163 A173 A181 A192 A201
769,A14,A21,A34,A43,A53,A61,A75,A82,A93,A101,A114,A121,A139,A143,A152,A162,A172,A181,A192,A201,__label__1,__label__1 A14 A21 A34 A43 A53 A61 A75 A82 A93 A101 A114 A121 A139 A143 A152 A162 A172 A181 A192 A201
770,A11,A24,A32,A41,A55,A65,A75,A82,A92,A101,A114,A121,A131,A143,A151,A161,A173,A181,A191,A201,__label__1,__label__1 A11 A24 A32 A41 A55 A65 A75 A82 A92 A101 A114 A121 A131 A143 A151 A161 A173 A181 A191 A201
771,A11,A26,A34,A46,A59,A61,A73,A83,A92,A101,A112,A124,A131,A143,A152,A162,A174,A181,A192,A201,__label__2,__label__2 A11 A26 A34 A46 A59 A61 A73 A83 A92 A101 A112 A124 A131 A143 A152 A162 A174 A181 A192 A201
772,A14,A24,A34,A41,A56,A61,A75,A81,A93,A101,A114,A123,A135,A143,A152,A161,A174,A181,A192,A201,__label__1,__label__1 A14 A24 A34 A41 A56 A61 A75 A81 A93 A101 A114 A123 A135 A143 A152 A161 A174 A181 A192 A201
773,A14,A24,A34,A43,A54,A62,A75,A84,A93,A101,A114,A122,A138,A141,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A24 A34 A43 A54 A62 A75 A84 A93 A101 A114 A122 A138 A141 A152 A162 A173 A181 A191 A201
774,A13,A21,A34,A40,A53,A63,A71,A82,A93,A101,A114,A124,A139,A141,A153,A163,A171,A181,A191,A201,__label__1,__label__1 A13 A21 A34 A40 A53 A63 A71 A82 A93 A101 A114 A124 A139 A141 A153 A163 A171 A181 A191 A201
775,A11,A24,A32,A40,A52,A65,A73,A84,A92,A101,A114,A121,A131,A143,A151,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A24 A32 A40 A52 A65 A73 A84 A92 A101 A114 A121 A131 A143 A151 A161 A173 A181 A191 A201
776,A14,A26,A34,A40,A56,A61,A74,A84,A93,A101,A114,A123,A136,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A14 A26 A34 A40 A56 A61 A74 A84 A93 A101 A114 A123 A136 A143 A152 A162 A173 A181 A192 A201
777,A11,A23,A32,A43,A56,A61,A74,A84,A92,A103,A111,A121,A131,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A11 A23 A32 A43 A56 A61 A74 A84 A92 A103 A111 A121 A131 A143 A152 A161 A173 A181 A191 A201
778,A14,A26,A34,A41,A58,A64,A75,A84,A93,A101,A112,A123,A136,A143,A152,A162,A174,A181,A192,A201,__label__1,__label__1 A14 A26 A34 A41 A58 A64 A75 A84 A93 A101 A112 A123 A136 A143 A152 A162 A174 A181 A192 A201
779,A12,A23,A32,A45,A57,A61,A71,A82,A92,A101,A114,A123,A139,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A12 A23 A32 A45 A57 A61 A71 A82 A92 A101 A114 A123 A139 A143 A152 A161 A173 A181 A192 A201
780,A12,A27,A34,A43,A58,A61,A74,A82,A93,A103,A112,A121,A131,A143,A152,A162,A173,A181,A191,A201,__label__2,__label__2 A12 A27 A34 A43 A58 A61 A74 A82 A93 A103 A112 A121 A131 A143 A152 A162 A173 A181 A191 A201
781,A14,A24,A34,A40,A54,A64,A75,A84,A93,A101,A114,A121,A139,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A24 A34 A40 A54 A64 A75 A84 A93 A101 A114 A121 A139 A143 A152 A161 A173 A181 A192 A201
782,A12,A21,A30,A48,A52,A61,A73,A82,A93,A101,A112,A121,A134,A143,A152,A161,A172,A181,A192,A201,__label__1,__label__1 A12 A21 A30 A48 A52 A61 A73 A82 A93 A101 A112 A121 A134 A143 A152 A161 A172 A181 A192 A201
783,A12,A21,A32,A40,A50,A62,A72,A84,A92,A101,A112,A122,A130,A141,A152,A161,A172,A181,A191,A201,__label__2,__label__2 A12 A21 A32 A40 A50 A62 A72 A84 A92 A101 A112 A122 A130 A141 A152 A161 A172 A181 A191 A201
784,A12,A24,A32,A41,A58,A65,A71,A81,A91,A101,A114,A121,A139,A143,A152,A161,A174,A181,A192,A201,__label__1,__label__1 A12 A24 A32 A41 A58 A65 A71 A81 A91 A101 A114 A121 A139 A143 A152 A161 A174 A181 A192 A201
785,A12,A23,A32,A49,A54,A64,A73,A84,A93,A101,A112,A122,A135,A143,A152,A161,A172,A181,A192,A201,__label__1,__label__1 A12 A23 A32 A49 A54 A64 A73 A84 A93 A101 A112 A122 A135 A143 A152 A161 A172 A181 A192 A201
786,A14,A24,A32,A43,A55,A63,A75,A83,A93,A101,A114,A123,A137,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A24 A32 A43 A55 A63 A75 A83 A93 A101 A114 A123 A137 A143 A152 A161 A173 A181 A191 A201
787,A14,A27,A34,A41,A55,A65,A75,A84,A93,A101,A113,A123,A136,A143,A152,A162,A173,A182,A192,A201,__label__1,__label__1 A14 A27 A34 A41 A55 A65 A75 A84 A93 A101 A113 A123 A136 A143 A152 A162 A173 A182 A192 A201
788,A12,A27,A33,A46,A58,A61,A75,A84,A93,A101,A114,A124,A138,A143,A153,A161,A173,A181,A191,A201,__label__2,__label__2 A12 A27 A33 A46 A58 A61 A75 A84 A93 A101 A114 A124 A138 A143 A153 A161 A173 A181 A191 A201
789,A11,A27,A34,A46,A58,A61,A73,A84,A93,A101,A113,A124,A132,A141,A152,A161,A173,A181,A192,A201,__label__2,__label__2 A11 A27 A34 A46 A58 A61 A73 A84 A93 A101 A113 A124 A132 A141 A152 A161 A173 A181 A192 A201
790,A12,A24,A32,A49,A51,A61,A75,A82,A92,A101,A114,A122,A136,A143,A152,A161,A173,A182,A191,A201,__label__2,__label__2 A12 A24 A32 A49 A51 A61 A75 A82 A92 A101 A114 A122 A136 A143 A152 A161 A173 A182 A191 A201
791,A14,A24,A32,A41,A58,A65,A75,A83,A93,A101,A114,A123,A137,A143,A152,A161,A174,A182,A192,A201,__label__1,__label__1 A14 A24 A32 A41 A58 A65 A75 A83 A93 A101 A114 A123 A137 A143 A152 A161 A174 A182 A192 A201
792,A14,A20,A34,A42,A51,A65,A73,A81,A94,A101,A112,A122,A132,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A20 A34 A42 A51 A65 A73 A81 A94 A101 A112 A122 A132 A143 A152 A162 A173 A181 A191 A201
793,A13,A24,A32,A42,A56,A61,A75,A83,A91,A101,A114,A124,A138,A143,A153,A161,A173,A181,A191,A201,__label__1,__label__1 A13 A24 A32 A42 A56 A61 A75 A83 A91 A101 A114 A124 A138 A143 A153 A161 A173 A181 A191 A201
794,A14,A24,A32,A42,A56,A63,A75,A84,A93,A101,A113,A124,A134,A143,A151,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A24 A32 A42 A56 A63 A75 A84 A93 A101 A113 A124 A134 A143 A151 A161 A173 A181 A192 A201
795,A14,A20,A32,A42,A54,A62,A72,A82,A92,A101,A114,A122,A130,A143,A151,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A20 A32 A42 A54 A62 A72 A82 A92 A101 A114 A122 A130 A143 A151 A161 A173 A181 A191 A201
796,A11,A23,A32,A41,A59,A65,A75,A81,A93,A101,A114,A122,A138,A143,A153,A161,A173,A182,A192,A201,__label__2,__label__2 A11 A23 A32 A41 A59 A65 A75 A81 A93 A101 A114 A122 A138 A143 A153 A161 A173 A182 A192 A201
797,A14,A21,A34,A42,A51,A61,A72,A82,A92,A101,A114,A122,A130,A143,A151,A162,A172,A181,A191,A201,__label__1,__label__1 A14 A21 A34 A42 A51 A61 A72 A82 A92 A101 A114 A122 A130 A143 A151 A162 A172 A181 A191 A201
798,A14,A24,A33,A40,A50,A65,A75,A84,A94,A101,A114,A123,A139,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A14 A24 A33 A40 A50 A65 A75 A84 A94 A101 A114 A123 A139 A143 A152 A162 A173 A181 A192 A201
799,A12,A20,A32,A40,A53,A65,A72,A84,A93,A101,A112,A121,A135,A143,A152,A161,A171,A181,A191,A201,__label__1,__label__1 A12 A20 A32 A40 A53 A65 A72 A84 A93 A101 A112 A121 A135 A143 A152 A161 A171 A181 A191 A201
800,A14,A24,A34,A46,A53,A61,A75,A84,A93,A101,A114,A124,A139,A143,A153,A162,A173,A182,A191,A201,__label__1,__label__1 A14 A24 A34 A46 A53 A61 A75 A84 A93 A101 A114 A124 A139 A143 A153 A162 A173 A182 A191 A201
801,A12,A23,A34,A43,A53,A61,A75,A83,A92,A103,A114,A121,A138,A141,A151,A162,A172,A181,A192,A201,__label__1,__label__1 A12 A23 A34 A43 A53 A61 A75 A83 A92 A103 A114 A121 A138 A141 A151 A162 A172 A181 A192 A201
802,A11,A24,A34,A42,A57,A61,A75,A81,A92,A101,A114,A122,A131,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A11 A24 A34 A42 A57 A61 A75 A81 A92 A101 A114 A122 A131 A143 A152 A162 A173 A181 A191 A201
803,A14,A21,A34,A43,A51,A65,A75,A84,A93,A101,A114,A123,A135,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A21 A34 A43 A51 A65 A75 A84 A93 A101 A114 A123 A135 A143 A152 A162 A173 A181 A191 A201
804,A12,A21,A32,A40,A59,A65,A71,A81,A92,A101,A112,A121,A131,A143,A151,A161,A171,A181,A191,A201,__label__1,__label__1 A12 A21 A32 A40 A59 A65 A71 A81 A92 A101 A112 A121 A131 A143 A151 A161 A171 A181 A191 A201
805,A11,A26,A32,A40,A59,A61,A74,A82,A93,A101,A111,A123,A131,A143,A152,A161,A173,A181,A192,A201,__label__2,__label__2 A11 A26 A32 A40 A59 A61 A74 A82 A93 A101 A111 A123 A131 A143 A152 A161 A173 A181 A192 A201
806,A12,A20,A32,A43,A50,A61,A72,A83,A94,A101,A113,A121,A131,A143,A152,A161,A172,A181,A191,A202,__label__1,__label__1 A12 A20 A32 A43 A50 A61 A72 A83 A94 A101 A113 A121 A131 A143 A152 A161 A172 A181 A191 A202
807,A14,A21,A34,A43,A50,A65,A75,A84,A93,A101,A114,A121,A139,A143,A152,A164,A173,A181,A191,A201,__label__1,__label__1 A14 A21 A34 A43 A50 A65 A75 A84 A93 A101 A114 A121 A139 A143 A152 A164 A173 A181 A191 A201
808,A12,A27,A31,A41,A59,A61,A71,A81,A93,A101,A112,A124,A139,A141,A153,A161,A174,A181,A192,A201,__label__1,__label__1 A12 A27 A31 A41 A59 A61 A71 A81 A93 A101 A112 A124 A139 A141 A153 A161 A174 A181 A192 A201
809,A12,A22,A30,A40,A53,A61,A72,A82,A92,A101,A111,A121,A131,A143,A151,A162,A171,A181,A191,A201,__label__2,__label__2 A12 A22 A30 A40 A53 A61 A72 A82 A92 A101 A111 A121 A131 A143 A151 A162 A171 A181 A191 A201
810,A12,A20,A32,A49,A50,A61,A72,A83,A94,A101,A112,A121,A131,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A12 A20 A32 A49 A50 A61 A72 A83 A94 A101 A112 A121 A131 A143 A152 A161 A173 A181 A192 A201
811,A12,A20,A32,A43,A50,A61,A74,A83,A94,A103,A113,A121,A132,A141,A152,A161,A172,A181,A191,A201,__label__1,__label__1 A12 A20 A32 A43 A50 A61 A74 A83 A94 A103 A113 A121 A132 A141 A152 A161 A172 A181 A191 A201
812,A11,A26,A34,A41,A59,A61,A74,A84,A93,A101,A114,A123,A131,A143,A152,A162,A173,A181,A192,A201,__label__2,__label__2 A11 A26 A34 A41 A59 A61 A74 A84 A93 A101 A114 A123 A131 A143 A152 A162 A173 A181 A192 A201
813,A11,A27,A32,A44,A56,A61,A73,A83,A93,A101,A114,A123,A139,A143,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A27 A32 A44 A56 A61 A73 A83 A93 A101 A114 A123 A139 A143 A152 A161 A173 A181 A191 A201
814,A11,A27,A32,A40,A57,A61,A74,A84,A93,A101,A114,A124,A138,A143,A153,A161,A173,A182,A191,A201,__label__2,__label__2 A11 A27 A32 A40 A57 A61 A74 A84 A93 A101 A114 A124 A138 A143 A153 A161 A173 A182 A191 A201
815,A12,A26,A33,A40,A59,A61,A73,A82,A92,A101,A112,A122,A139,A143,A151,A161,A173,A181,A191,A201,__label__1,__label__1 A12 A26 A33 A40 A59 A61 A73 A82 A92 A101 A112 A122 A139 A143 A151 A161 A173 A181 A191 A201
816,A14,A20,A32,A44,A52,A63,A73,A81,A91,A101,A114,A121,A139,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A20 A32 A44 A52 A63 A73 A81 A91 A101 A114 A121 A139 A143 A152 A161 A173 A181 A191 A201
817,A14,A20,A34,A43,A53,A61,A74,A81,A92,A101,A112,A123,A131,A143,A151,A162,A173,A181,A192,A201,__label__1,__label__1 A14 A20 A34 A43 A53 A61 A74 A81 A92 A101 A112 A123 A131 A143 A151 A162 A173 A181 A192 A201
818,A11,A26,A32,A410,A59,A61,A71,A82,A91,A102,A113,A123,A137,A143,A152,A161,A174,A181,A191,A201,__label__1,__label__1 A11 A26 A32 A410 A59 A61 A71 A82 A91 A102 A113 A123 A137 A143 A152 A161 A174 A181 A191 A201
819,A11,A23,A32,A43,A52,A61,A73,A84,A94,A101,A113,A121,A131,A141,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A23 A32 A43 A52 A61 A73 A84 A94 A101 A113 A121 A131 A141 A152 A161 A173 A181 A191 A201
820,A14,A21,A32,A40,A51,A61,A73,A83,A94,A101,A112,A121,A132,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A14 A21 A32 A40 A51 A61 A73 A83 A94 A101 A112 A121 A132 A143 A152 A162 A173 A181 A192 A201
821,A13,A21,A32,A43,A56,A61,A73,A83,A94,A101,A111,A123,A131,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A13 A21 A32 A43 A56 A61 A73 A83 A94 A101 A111 A123 A131 A143 A152 A161 A173 A181 A191 A201
822,A11,A26,A32,A42,A55,A61,A75,A82,A93,A101,A112,A122,A137,A141,A152,A161,A173,A182,A191,A201,__label__2,__label__2 A11 A26 A32 A42 A55 A61 A75 A82 A93 A101 A112 A122 A137 A141 A152 A161 A173 A182 A191 A201
823,A11,A20,A34,A40,A50,A61,A75,A84,A93,A101,A114,A121,A138,A143,A152,A162,A172,A181,A191,A201,__label__1,__label__1 A11 A20 A34 A40 A50 A61 A75 A84 A93 A101 A114 A121 A138 A143 A152 A162 A172 A181 A191 A201
824,A14,A23,A34,A42,A57,A61,A72,A83,A91,A101,A112,A123,A135,A143,A152,A162,A174,A181,A192,A201,__label__1,__label__1 A14 A23 A34 A42 A57 A61 A72 A83 A91 A101 A112 A123 A135 A143 A152 A162 A174 A181 A192 A201
825,A11,A24,A34,A40,A53,A61,A75,A84,A94,A101,A113,A123,A133,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A11 A24 A34 A40 A53 A61 A75 A84 A94 A101 A113 A123 A133 A143 A152 A162 A173 A181 A192 A201
826,A11,A23,A34,A40,A57,A61,A75,A81,A92,A101,A114,A121,A134,A141,A151,A163,A173,A181,A192,A201,__label__2,__label__2 A11 A23 A34 A40 A57 A61 A75 A81 A92 A101 A114 A121 A134 A141 A151 A163 A173 A181 A192 A201
827,A14,A23,A30,A49,A57,A61,A73,A82,A93,A101,A112,A123,A135,A142,A152,A162,A173,A182,A191,A201,__label__2,__label__2 A14 A23 A30 A49 A57 A61 A73 A82 A93 A101 A112 A123 A135 A142 A152 A162 A173 A182 A191 A201
828,A11,A26,A32,A41,A59,A65,A75,A83,A93,A101,A114,A124,A138,A143,A153,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A26 A32 A41 A59 A65 A75 A83 A93 A101 A114 A124 A138 A143 A153 A161 A173 A181 A191 A201
829,A12,A27,A33,A49,A58,A65,A73,A84,A93,A101,A114,A124,A136,A143,A153,A161,A173,A182,A192,A201,__label__1,__label__1 A12 A27 A33 A49 A58 A65 A73 A84 A93 A101 A114 A124 A136 A143 A153 A161 A173 A182 A192 A201
830,A14,A24,A33,A49,A55,A63,A73,A84,A93,A101,A112,A123,A137,A143,A152,A162,A173,A182,A192,A201,__label__1,__label__1 A14 A24 A33 A49 A55 A63 A73 A84 A93 A101 A112 A123 A137 A143 A152 A162 A173 A182 A192 A201
831,A11,A23,A32,A40,A51,A61,A72,A84,A92,A101,A113,A123,A130,A143,A151,A161,A173,A181,A192,A201,__label__2,__label__2 A11 A23 A32 A40 A51 A61 A72 A84 A92 A101 A113 A123 A130 A143 A151 A161 A173 A181 A192 A201
832,A11,A27,A30,A49,A59,A61,A75,A82,A93,A101,A114,A123,A133,A143,A151,A162,A173,A181,A191,A201,__label__2,__label__2 A11 A27 A30 A49 A59 A61 A75 A82 A93 A101 A114 A123 A133 A143 A151 A162 A173 A181 A191 A201
833,A12,A24,A32,A43,A58,A65,A75,A82,A92,A101,A114,A123,A137,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A12 A24 A32 A43 A58 A65 A75 A82 A92 A101 A114 A123 A137 A143 A152 A161 A173 A181 A192 A201
834,A13,A22,A32,A43,A55,A61,A72,A82,A92,A101,A113,A121,A131,A143,A152,A161,A172,A181,A191,A201,__label__2,__label__2 A13 A22 A32 A43 A55 A61 A72 A82 A92 A101 A113 A121 A131 A143 A152 A161 A172 A181 A191 A201
835,A11,A21,A30,A40,A51,A61,A73,A84,A93,A101,A114,A123,A138,A141,A152,A162,A173,A181,A191,A201,__label__2,__label__2 A11 A21 A30 A40 A51 A61 A73 A84 A93 A101 A114 A123 A138 A141 A152 A162 A173 A181 A191 A201
836,A14,A21,A32,A43,A50,A65,A73,A84,A92,A101,A112,A123,A130,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A21 A32 A43 A50 A65 A73 A84 A92 A101 A112 A123 A130 A143 A152 A161 A173 A181 A191 A201
837,A14,A20,A32,A42,A50,A61,A72,A81,A92,A101,A113,A121,A130,A143,A151,A161,A172,A182,A191,A201,__label__1,__label__1 A14 A20 A32 A42 A50 A61 A72 A81 A92 A101 A113 A121 A130 A143 A151 A161 A172 A182 A191 A201
838,A11,A24,A34,A41,A56,A61,A75,A84,A93,A101,A114,A122,A139,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A11 A24 A34 A41 A56 A61 A75 A84 A93 A101 A114 A122 A139 A143 A152 A162 A173 A181 A192 A201
839,A14,A24,A34,A43,A55,A61,A75,A84,A94,A102,A113,A121,A138,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A24 A34 A43 A55 A61 A75 A84 A94 A102 A113 A121 A138 A143 A152 A162 A173 A181 A191 A201
840,A11,A26,A32,A42,A58,A61,A74,A84,A93,A101,A112,A122,A133,A143,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A26 A32 A42 A58 A61 A74 A84 A93 A101 A112 A122 A133 A143 A152 A161 A173 A181 A191 A201
841,A14,A24,A33,A41,A56,A61,A73,A83,A93,A101,A112,A121,A132,A142,A152,A162,A172,A181,A191,A201,__label__1,__label__1 A14 A24 A33 A41 A56 A61 A73 A83 A93 A101 A112 A121 A132 A142 A152 A162 A172 A181 A191 A201
842,A14,A23,A32,A45,A54,A61,A72,A84,A92,A101,A114,A121,A130,A143,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A14 A23 A32 A45 A54 A61 A72 A84 A92 A101 A114 A121 A130 A143 A152 A161 A173 A181 A191 A201
843,A14,A24,A31,A49,A53,A61,A74,A84,A93,A101,A114,A123,A138,A141,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A24 A31 A49 A53 A61 A74 A84 A93 A101 A114 A123 A138 A141 A152 A161 A173 A181 A192 A201
844,A14,A23,A32,A42,A56,A61,A75,A84,A93,A101,A114,A122,A138,A141,A152,A163,A173,A182,A192,A201,__label__1,__label__1 A14 A23 A32 A42 A56 A61 A75 A84 A93 A101 A114 A122 A138 A141 A152 A163 A173 A182 A192 A201
845,A12,A24,A32,A42,A57,A65,A74,A82,A93,A101,A113,A123,A135,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A12 A24 A32 A42 A57 A65 A74 A82 A93 A101 A113 A123 A135 A143 A152 A161 A173 A181 A192 A201
846,A14,A23,A32,A40,A58,A65,A73,A82,A93,A101,A114,A123,A139,A143,A151,A162,A173,A181,A191,A201,__label__2,__label__2 A14 A23 A32 A40 A58 A65 A73 A82 A93 A101 A114 A123 A139 A143 A151 A162 A173 A181 A191 A201
847,A14,A24,A32,A40,A51,A61,A72,A84,A94,A101,A112,A121,A132,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A24 A32 A40 A51 A61 A72 A84 A94 A101 A112 A121 A132 A143 A152 A161 A173 A181 A191 A201
